especie,porte,idade_categoria,temperatura,umidade,atividade_pct,nivel_risco
ave,unico,adulto,25.27,51.45,75.82,normal
gato,unico,filhote,24.32,63.93,69.85,normal
gato,unico,adulto,21.01,66.36,14.58,atencao
cao,pequeno,adulto,21.17,51.29,47.75,normal
cao,pequeno,filhote,26.13,39.11,21.97,atencao
cao,pequeno,adulto,34.37,50.12,31.22,normal
cao,medio,filhote,29.03,44.57,89.83,normal
ave,unico,adulto,31.09,46.75,47.42,normal
gato,unico,filhote,30.2,42.03,80.83,normal
ave,unico,filhote,28.5,52.2,68.56,normal
gato,unico,adulto,33.2,14.68,24.03,critico
cao,medio,adulto,32.63,49.31,74.45,normal
ave,unico,adulto,32.15,56.7,18.35,critico
gato,unico,adulto,30.58,14.48,83.57,critico
gato,unico,adulto,20.05,42.8,50.85,normal
cao,grande,filhote,24.05,39.79,32.08,normal
cao,grande,adulto,29.65,40.5,28.93,normal
gato,unico,adulto,23.23,27.02,47.06,atencao
cao,grande,adulto,33.55,84.67,40.04,atencao
cao,grande,adulto,23.23,41.67,37.96,normal
ave,unico,adulto,30.31,71.88,75.0,normal
gato,unico,adulto,25.77,67.38,5.48,atencao
gato,unico,adulto,19.25,79.23,18.36,atencao
gato,unico,adulto,25.64,55.97,74.34,normal
gato,unico,idoso,28.64,43.9,25.35,normal
gato,unico,adulto,25.98,35.15,95.55,normal
cao,medio,adulto,27.13,78.54,53.7,atencao
cao,pequeno,adulto,35.93,62.48,90.04,atencao
cao,pequeno,adulto,15.02,23.49,82.25,critico
ave,unico,adulto,26.91,48.0,92.36,normal
cao,grande,adulto,20.3,60.11,17.11,normal
cao,grande,adulto,26.7,30.28,86.45,normal
cao,pequeno,adulto,25.4,51.63,6.77,critico
cao,pequeno,adulto,16.88,50.36,48.93,atencao
cao,pequeno,adulto,42.77,55.68,47.36,critico
gato,unico,adulto,36.07,66.11,87.29,atencao
gato,unico,adulto,25.8,34.5,21.43,normal
cao,medio,adulto,28.66,55.71,88.74,normal
gato,unico,filhote,24.53,38.69,48.86,normal
cao,grande,adulto,25.3,35.3,20.08,atencao
cao,medio,filhote,27.61,57.52,54.31,normal
ave,unico,filhote,29.93,56.68,22.3,critico
cao,grande,idoso,21.64,60.36,55.46,normal
cao,grande,adulto,32.82,62.09,15.23,atencao
cao,pequeno,adulto,10.42,67.14,68.48,critico
ave,unico,adulto,34.34,71.91,57.47,normal
cao,medio,idoso,29.05,34.32,42.6,normal
cao,medio,filhote,31.72,59.07,54.16,normal
cao,pequeno,adulto,25.65,51.34,25.02,atencao
cao,medio,adulto,23.62,38.33,43.79,normal
gato,unico,adulto,31.28,41.19,31.28,normal
cao,grande,adulto,27.56,64.63,43.1,normal
gato,unico,idoso,21.98,45.12,79.22,normal
ave,unico,adulto,32.71,68.59,97.37,normal
ave,unico,idoso,20.3,54.58,45.66,critico
gato,unico,filhote,29.77,71.89,30.18,atencao
ave,unico,adulto,34.33,49.95,73.08,normal
cao,medio,adulto,28.8,82.95,93.77,atencao
gato,unico,filhote,32.91,38.23,88.71,normal
cao,medio,filhote,24.52,17.22,8.23,critico
gato,unico,adulto,41.66,33.13,73.5,critico
gato,unico,adulto,30.99,73.08,56.4,atencao
ave,unico,filhote,36.5,33.73,68.69,atencao
cao,grande,filhote,24.6,48.76,92.08,normal
cao,pequeno,filhote,26.93,78.47,93.71,atencao
cao,medio,filhote,33.15,50.69,77.21,normal
cao,grande,adulto,31.68,35.24,70.07,normal
cao,pequeno,adulto,16.94,39.69,94.34,atencao
cao,grande,adulto,27.83,30.54,26.46,normal
cao,pequeno,filhote,33.53,40.53,86.28,normal
gato,unico,adulto,20.82,66.85,13.74,atencao
cao,grande,idoso,28.41,24.53,83.42,atencao
gato,unico,adulto,17.3,41.91,17.8,atencao
ave,unico,adulto,33.26,58.35,24.25,atencao
ave,unico,filhote,26.5,31.03,95.48,atencao
gato,unico,filhote,29.25,37.32,47.02,normal
gato,unico,adulto,28.29,89.19,70.61,critico
cao,grande,adulto,24.13,68.71,49.12,normal
ave,unico,adulto,38.98,74.87,47.43,normal
ave,unico,adulto,29.38,57.01,78.17,normal
ave,unico,adulto,41.64,54.56,81.82,atencao
cao,medio,adulto,15.53,57.54,36.88,atencao
gato,unico,adulto,31.03,42.44,42.79,normal
cao,medio,idoso,21.26,56.83,37.41,normal
gato,unico,filhote,30.25,73.81,90.07,atencao
gato,unico,adulto,25.74,49.28,20.99,normal
gato,unico,adulto,23.89,42.98,95.34,normal
ave,unico,adulto,28.96,83.31,69.26,atencao
gato,unico,adulto,30.7,30.2,93.01,normal
gato,unico,adulto,22.76,69.36,77.58,normal
gato,unico,adulto,41.73,35.3,80.85,critico
gato,unico,adulto,23.71,67.34,76.2,normal
cao,medio,adulto,31.31,38.76,58.23,normal
gato,unico,adulto,28.65,60.8,23.84,normal
cao,pequeno,filhote,33.4,63.27,48.5,normal
ave,unico,idoso,35.84,58.05,68.34,normal
ave,unico,adulto,29.4,36.06,39.56,atencao
cao,medio,idoso,32.15,49.99,60.37,normal
cao,medio,adulto,29.17,54.97,11.98,atencao
gato,unico,idoso,30.05,42.38,92.17,normal
ave,unico,filhote,35.78,52.93,88.69,normal
cao,medio,filhote,34.12,49.19,99.41,atencao
ave,unico,adulto,35.79,47.37,67.59,normal
gato,unico,adulto,23.27,46.38,81.31,normal
cao,pequeno,adulto,31.57,39.12,94.17,normal
cao,grande,filhote,17.62,37.93,47.4,atencao
cao,medio,adulto,33.72,34.52,81.81,normal
ave,unico,filhote,35.06,66.72,93.33,normal
cao,medio,filhote,34.21,59.05,95.23,atencao
gato,unico,filhote,32.32,75.11,16.18,atencao
cao,medio,adulto,21.24,66.6,47.0,atencao
gato,unico,adulto,26.87,47.54,12.6,atencao
cao,pequeno,adulto,37.38,48.25,37.81,atencao
cao,grande,adulto,35.21,64.17,83.62,normal
gato,unico,adulto,21.45,25.72,94.7,atencao
ave,unico,idoso,36.91,70.77,55.57,normal
cao,grande,filhote,19.17,65.91,47.42,atencao
gato,unico,filhote,31.27,51.58,3.35,critico
cao,medio,idoso,25.5,52.09,34.57,normal
cao,pequeno,adulto,15.23,14.44,52.59,critico
cao,medio,adulto,22.14,57.84,37.34,normal
gato,unico,adulto,12.17,62.78,91.97,critico
cao,grande,adulto,21.8,51.28,14.27,atencao
ave,unico,filhote,26.61,62.51,91.93,normal
cao,pequeno,idoso,23.2,60.62,89.65,normal
gato,unico,adulto,32.8,83.94,11.28,atencao
gato,unico,adulto,25.53,40.16,98.48,normal
cao,medio,adulto,34.75,67.0,83.93,normal
gato,unico,adulto,24.56,62.68,49.75,normal
gato,unico,adulto,24.57,59.79,21.77,normal
cao,grande,adulto,11.93,49.39,15.32,critico
ave,unico,adulto,20.63,44.31,44.58,atencao
cao,pequeno,adulto,20.45,32.87,74.49,normal
gato,unico,filhote,17.2,58.79,67.55,atencao
cao,medio,filhote,28.4,34.82,39.33,normal
gato,unico,adulto,28.72,38.31,57.85,normal
gato,unico,idoso,27.53,42.64,95.75,normal
cao,grande,filhote,13.58,67.99,36.9,critico
ave,unico,idoso,31.91,88.06,93.87,critico
gato,unico,adulto,29.14,43.96,97.13,normal
cao,pequeno,adulto,32.02,21.45,45.6,atencao
ave,unico,adulto,23.35,42.52,51.68,atencao
cao,grande,adulto,30.71,49.2,55.18,normal
cao,grande,adulto,22.27,47.67,82.8,normal
cao,pequeno,filhote,24.49,33.18,8.45,critico
ave,unico,adulto,38.62,61.24,42.79,normal
gato,unico,adulto,24.49,64.71,34.77,normal
ave,unico,adulto,33.51,54.09,48.51,normal
cao,pequeno,filhote,31.5,69.74,81.52,atencao
gato,unico,adulto,22.65,52.94,7.15,atencao
ave,unico,adulto,37.06,72.98,68.7,normal
cao,pequeno,filhote,25.62,40.96,32.93,normal
cao,grande,adulto,24.03,56.17,65.02,atencao
cao,medio,adulto,34.16,89.15,51.24,critico
gato,unico,idoso,26.11,37.36,27.77,normal
cao,pequeno,adulto,29.29,57.02,83.3,normal
ave,unico,adulto,32.79,75.63,67.26,atencao
ave,unico,filhote,32.53,47.64,85.91,normal
cao,pequeno,adulto,34.77,67.83,39.78,normal
cao,medio,adulto,33.13,58.18,59.04,normal
gato,unico,adulto,27.57,63.98,55.81,normal
cao,pequeno,adulto,38.77,64.23,63.6,critico
gato,unico,adulto,21.48,57.76,2.6,critico
ave,unico,idoso,29.6,55.2,58.73,normal
gato,unico,adulto,23.68,36.54,45.84,normal
gato,unico,filhote,24.04,56.24,73.97,normal
ave,unico,filhote,32.02,65.77,38.38,atencao
gato,unico,adulto,28.12,54.76,39.05,normal
gato,unico,adulto,32.53,30.97,44.63,normal
gato,unico,adulto,30.11,33.2,30.57,normal
cao,pequeno,adulto,28.84,52.4,80.42,normal
cao,grande,adulto,32.19,35.14,10.28,atencao
cao,medio,filhote,29.92,43.25,73.6,normal
cao,pequeno,filhote,23.04,48.95,65.02,normal
ave,unico,adulto,33.19,57.96,67.22,normal
cao,grande,filhote,25.37,35.42,13.34,atencao
cao,pequeno,filhote,26.66,45.1,65.84,normal
ave,unico,adulto,29.27,64.08,91.16,atencao
ave,unico,adulto,29.18,46.75,42.55,normal
gato,unico,idoso,28.38,48.09,33.13,normal
gato,unico,filhote,28.82,38.05,63.3,normal
cao,grande,adulto,27.91,59.37,29.13,normal
ave,unico,adulto,41.0,78.24,46.92,atencao
cao,pequeno,filhote,34.41,33.78,92.71,atencao
cao,grande,filhote,20.53,23.81,14.01,atencao
cao,pequeno,adulto,29.59,87.25,81.52,critico
cao,grande,adulto,34.33,60.88,88.18,normal
cao,grande,adulto,16.28,56.03,11.74,atencao
gato,unico,adulto,19.46,48.35,11.77,atencao
ave,unico,adulto,31.96,43.29,53.9,normal
gato,unico,idoso,32.76,65.66,44.04,normal
gato,unico,filhote,32.91,61.75,67.96,normal
gato,unico,adulto,20.56,75.6,47.6,atencao
gato,unico,filhote,31.01,55.13,68.23,normal
cao,pequeno,idoso,25.39,60.81,32.12,normal
gato,unico,adulto,34.06,53.3,74.4,atencao
ave,unico,filhote,36.21,46.79,73.19,atencao
ave,unico,filhote,26.15,45.45,44.37,normal
ave,unico,adulto,35.16,32.44,61.24,atencao
gato,unico,adulto,29.5,46.84,96.72,normal
cao,pequeno,filhote,28.77,60.45,37.13,normal
gato,unico,adulto,25.56,43.47,10.69,critico
cao,pequeno,filhote,32.1,74.7,64.96,atencao
gato,unico,adulto,32.14,68.11,49.41,normal
ave,unico,adulto,32.09,26.88,21.95,atencao
gato,unico,adulto,34.68,21.22,42.79,atencao
cao,grande,adulto,29.1,67.22,87.77,normal
cao,pequeno,filhote,33.82,33.77,37.38,normal
cao,grande,adulto,29.14,62.82,46.39,normal
gato,unico,filhote,23.9,59.76,22.29,normal
cao,pequeno,adulto,25.54,50.23,67.03,atencao
gato,unico,filhote,29.72,45.06,13.09,atencao
ave,unico,filhote,22.96,67.79,66.32,atencao
gato,unico,filhote,24.29,46.06,86.49,normal
cao,pequeno,adulto,22.23,48.25,61.93,normal
ave,unico,adulto,25.51,46.85,88.74,normal
cao,pequeno,adulto,32.46,17.88,29.59,atencao
cao,grande,idoso,28.66,66.63,41.19,normal
gato,unico,adulto,20.65,73.58,95.05,atencao
cao,grande,adulto,29.06,34.21,67.95,normal
cao,grande,idoso,27.51,62.09,66.87,normal
gato,unico,adulto,23.57,57.03,61.12,normal
gato,unico,adulto,23.26,52.95,13.22,normal
cao,grande,adulto,20.43,16.7,79.05,atencao
ave,unico,filhote,32.0,76.74,90.13,atencao
cao,medio,idoso,24.63,57.93,36.05,normal
gato,unico,adulto,33.32,72.22,78.44,atencao
cao,pequeno,adulto,20.13,36.74,68.56,normal
cao,medio,adulto,30.72,66.67,77.91,normal
cao,pequeno,adulto,30.08,13.6,75.7,critico
gato,unico,adulto,29.88,49.57,47.55,normal
cao,grande,idoso,40.08,50.74,34.65,critico
cao,grande,adulto,22.88,63.6,79.37,normal
cao,medio,filhote,32.53,37.0,99.31,normal
ave,unico,adulto,27.93,40.41,99.83,normal
gato,unico,adulto,23.94,56.72,30.02,normal
cao,grande,idoso,28.52,63.74,52.01,normal
cao,medio,filhote,29.67,39.39,73.51,normal
ave,unico,adulto,29.71,47.39,24.7,atencao
cao,medio,filhote,23.41,30.97,62.79,atencao
cao,medio,adulto,20.59,55.54,10.76,atencao
cao,pequeno,adulto,33.89,68.47,39.21,normal
gato,unico,adulto,29.47,85.79,73.7,atencao
gato,unico,filhote,27.16,81.61,29.63,atencao
gato,unico,filhote,25.88,29.82,57.89,atencao
gato,unico,adulto,28.45,43.02,98.61,normal
cao,grande,idoso,29.63,34.49,52.47,normal
gato,unico,filhote,12.44,20.55,54.71,critico
cao,pequeno,adulto,24.99,47.53,44.7,normal
cao,grande,idoso,23.23,56.43,65.73,normal
gato,unico,adulto,22.8,25.28,81.22,atencao
gato,unico,adulto,20.28,65.62,63.39,normal
ave,unico,adulto,36.37,68.28,47.34,normal
cao,grande,adulto,18.35,49.08,73.17,atencao
ave,unico,adulto,23.63,36.67,67.52,atencao
cao,grande,adulto,18.36,31.26,20.9,atencao
ave,unico,adulto,41.61,36.47,46.35,atencao
gato,unico,adulto,24.51,68.97,14.86,atencao
cao,grande,filhote,35.35,26.91,16.91,atencao
ave,unico,adulto,28.74,72.53,46.21,normal
ave,unico,adulto,33.11,59.44,83.08,normal
gato,unico,filhote,26.99,42.26,31.6,normal
cao,grande,adulto,29.31,58.76,67.71,normal
gato,unico,adulto,30.34,35.66,90.01,normal
ave,unico,idoso,32.98,46.4,68.35,normal
gato,unico,idoso,31.1,71.39,40.48,atencao
cao,medio,idoso,33.83,58.53,74.92,normal
gato,unico,adulto,24.97,31.97,17.64,normal
gato,unico,adulto,27.76,60.48,60.68,normal
gato,unico,idoso,31.06,34.14,47.85,normal
gato,unico,idoso,23.87,74.42,22.21,critico
ave,unico,idoso,27.77,63.31,49.54,atencao
ave,unico,idoso,25.99,59.11,95.93,atencao
cao,medio,filhote,21.19,58.44,93.16,normal
cao,pequeno,adulto,22.1,33.85,56.84,normal
gato,unico,adulto,33.07,51.7,59.83,normal
gato,unico,adulto,21.98,30.03,83.86,normal
gato,unico,filhote,22.09,54.55,92.97,normal
cao,pequeno,filhote,23.79,55.62,34.97,normal
gato,unico,idoso,28.23,38.57,78.25,normal
cao,pequeno,idoso,24.97,48.76,71.72,normal
ave,unico,idoso,28.09,64.69,58.98,normal
cao,grande,adulto,29.94,36.33,76.61,normal
cao,medio,filhote,22.76,47.46,46.86,normal
gato,unico,adulto,30.48,40.48,13.82,atencao
cao,medio,adulto,33.38,70.22,11.21,atencao
ave,unico,adulto,21.96,64.97,77.86,atencao
ave,unico,adulto,33.75,86.82,89.63,atencao
gato,unico,adulto,29.07,22.56,75.25,atencao
gato,unico,idoso,24.01,44.03,45.17,normal
cao,medio,adulto,20.39,24.46,21.24,atencao
gato,unico,adulto,26.12,67.31,11.32,normal
cao,medio,adulto,24.32,55.54,46.51,normal
cao,medio,adulto,24.4,45.98,88.93,normal
ave,unico,adulto,32.0,63.76,60.48,normal
cao,medio,idoso,24.49,65.46,72.02,normal
ave,unico,filhote,24.89,42.65,96.29,atencao
ave,unico,adulto,27.3,77.8,52.51,atencao
gato,unico,idoso,17.32,66.54,43.61,atencao
cao,pequeno,adulto,21.73,34.28,78.96,normal
gato,unico,filhote,31.22,41.74,19.37,normal
gato,unico,adulto,23.12,32.26,23.79,normal
ave,unico,idoso,31.18,49.47,71.53,normal
gato,unico,adulto,23.55,67.62,4.53,critico
cao,medio,filhote,28.35,84.52,67.6,critico
cao,pequeno,filhote,19.97,48.36,89.89,atencao
gato,unico,adulto,33.22,43.44,62.66,normal
cao,pequeno,adulto,21.43,71.88,86.02,atencao
gato,unico,adulto,20.5,51.13,11.62,atencao
cao,medio,filhote,23.77,63.8,88.6,normal
gato,unico,adulto,26.6,12.84,2.2,critico
cao,grande,adulto,21.01,48.59,86.56,normal
gato,unico,filhote,33.53,62.46,20.39,atencao
cao,medio,adulto,33.69,34.73,73.43,normal
cao,pequeno,adulto,23.75,63.46,63.42,normal
cao,pequeno,filhote,22.85,81.8,45.74,critico
cao,medio,idoso,20.62,46.92,49.87,atencao
cao,grande,filhote,33.9,54.33,17.35,critico
cao,medio,adulto,34.6,37.75,50.94,normal
gato,unico,idoso,25.31,33.29,86.76,normal
cao,medio,idoso,21.53,64.97,92.38,normal
cao,pequeno,filhote,27.95,51.48,75.56,normal
cao,medio,adulto,25.81,55.89,28.36,normal
cao,medio,filhote,21.81,48.55,21.46,atencao
gato,unico,adulto,35.69,49.77,77.21,atencao
cao,pequeno,idoso,26.02,65.13,63.42,normal
ave,unico,adulto,33.0,68.89,52.89,normal
ave,unico,idoso,26.94,36.13,91.1,atencao
cao,medio,filhote,30.13,49.68,47.6,normal
gato,unico,adulto,32.39,53.08,33.8,normal
gato,unico,adulto,23.77,62.13,18.75,normal
gato,unico,adulto,33.89,35.21,82.67,normal
gato,unico,filhote,25.75,49.74,90.17,normal
cao,medio,idoso,26.39,51.27,2.26,critico
gato,unico,adulto,20.03,39.79,72.85,normal
gato,unico,filhote,22.49,36.87,51.49,normal
cao,pequeno,adulto,29.72,84.58,27.82,atencao
cao,grande,adulto,24.74,42.56,72.51,normal
cao,medio,adulto,21.59,55.14,11.43,atencao
cao,grande,adulto,21.42,59.13,49.31,normal
cao,pequeno,filhote,33.59,34.27,60.83,normal
gato,unico,adulto,17.55,53.41,45.54,atencao
gato,unico,adulto,26.66,44.54,69.49,normal
cao,grande,adulto,33.52,36.56,53.61,normal
gato,unico,filhote,35.42,66.72,82.69,atencao
cao,pequeno,filhote,29.58,44.75,41.51,normal
ave,unico,filhote,26.99,63.25,87.34,normal
ave,unico,adulto,36.57,71.98,92.2,normal
cao,grande,filhote,17.51,34.31,91.45,atencao
cao,grande,adulto,11.31,69.28,92.34,critico
cao,pequeno,idoso,22.76,33.89,78.0,normal
gato,unico,filhote,18.59,69.98,24.6,atencao
ave,unico,adulto,28.63,40.66,37.33,normal
cao,medio,filhote,32.79,44.97,58.41,normal
ave,unico,idoso,26.27,38.92,52.96,atencao
cao,pequeno,filhote,23.82,56.4,44.92,normal
ave,unico,adulto,40.45,51.31,89.53,atencao
gato,unico,idoso,24.59,55.43,28.93,normal
gato,unico,adulto,29.62,66.53,66.73,normal
cao,pequeno,adulto,28.4,74.1,40.71,atencao
ave,unico,filhote,31.47,69.65,25.37,atencao
ave,unico,adulto,39.91,52.09,99.42,atencao
cao,medio,idoso,22.42,17.07,82.81,critico
gato,unico,adulto,23.6,57.74,18.38,atencao
cao,pequeno,adulto,32.59,47.93,72.75,normal
cao,pequeno,adulto,23.32,57.08,21.58,atencao
ave,unico,adulto,46.02,49.52,81.99,critico
cao,pequeno,adulto,23.09,39.99,15.05,atencao
ave,unico,idoso,33.06,56.14,36.68,atencao
gato,unico,idoso,23.59,33.36,81.6,normal
ave,unico,filhote,35.83,44.39,77.11,normal
cao,grande,adulto,25.67,10.55,21.92,critico
cao,grande,adulto,21.48,40.86,89.13,normal
cao,grande,idoso,25.54,66.08,98.57,normal
gato,unico,adulto,23.76,31.64,12.05,atencao
gato,unico,filhote,26.42,83.78,40.0,critico
ave,unico,adulto,31.6,64.88,63.54,normal
cao,pequeno,filhote,22.56,57.0,10.88,critico
gato,unico,adulto,19.01,45.91,43.59,atencao
gato,unico,filhote,23.84,49.34,12.37,atencao
cao,pequeno,adulto,29.48,40.28,96.15,normal
gato,unico,filhote,23.07,65.83,18.87,normal
ave,unico,adulto,31.74,51.67,64.19,normal
gato,unico,idoso,27.84,47.81,2.44,critico
cao,pequeno,adulto,30.99,57.44,87.5,normal
gato,unico,idoso,24.02,53.72,65.84,normal
cao,medio,adulto,25.55,49.44,48.53,normal
gato,unico,idoso,22.74,40.27,26.34,normal
gato,unico,adulto,29.56,56.43,95.8,normal
gato,unico,adulto,30.22,32.08,90.16,normal
cao,pequeno,idoso,32.12,69.94,69.01,atencao
gato,unico,adulto,21.88,42.81,92.64,normal
gato,unico,adulto,25.73,59.93,24.64,normal
ave,unico,idoso,40.03,72.03,64.05,atencao
cao,medio,adulto,37.86,66.43,97.17,atencao
cao,grande,idoso,26.58,39.71,73.65,normal
gato,unico,adulto,29.59,35.02,81.85,atencao
gato,unico,filhote,21.26,49.41,44.91,normal
cao,pequeno,idoso,30.56,43.63,87.77,normal
cao,grande,adulto,28.92,61.76,99.2,normal
cao,medio,idoso,17.38,55.27,49.41,atencao
gato,unico,idoso,21.05,23.59,86.73,atencao
gato,unico,filhote,21.43,50.69,12.55,critico
cao,medio,filhote,28.28,49.16,85.22,normal
gato,unico,filhote,22.64,43.56,3.62,critico
cao,medio,filhote,19.17,78.16,58.74,atencao
cao,medio,filhote,26.26,34.23,68.32,normal
gato,unico,idoso,29.48,36.89,42.8,normal
gato,unico,idoso,30.35,45.44,37.54,normal
gato,unico,adulto,29.41,37.87,91.13,normal
cao,pequeno,adulto,21.58,58.26,62.47,normal
cao,pequeno,filhote,32.22,37.29,77.26,normal
ave,unico,adulto,33.01,56.8,66.94,normal
gato,unico,adulto,30.11,67.51,22.76,normal
cao,pequeno,adulto,20.29,62.23,33.11,normal
ave,unico,idoso,37.79,61.05,79.46,normal
ave,unico,adulto,27.78,48.41,77.86,normal
cao,grande,filhote,32.72,23.26,80.98,atencao
ave,unico,adulto,25.56,43.32,10.07,critico
ave,unico,adulto,20.01,47.83,57.13,atencao
gato,unico,idoso,32.84,50.8,34.51,normal
cao,grande,adulto,25.02,43.21,26.48,normal
cao,pequeno,adulto,22.03,57.81,34.02,normal
gato,unico,adulto,23.23,74.75,72.57,atencao
cao,medio,adulto,24.34,53.09,29.94,normal
gato,unico,adulto,22.68,46.3,94.64,normal
cao,medio,idoso,25.93,55.58,47.42,normal
cao,pequeno,adulto,21.91,32.34,47.91,normal
cao,medio,filhote,23.14,79.51,94.82,normal
gato,unico,adulto,32.57,59.26,46.19,normal
cao,grande,idoso,22.48,56.41,98.49,normal
ave,unico,adulto,23.67,70.49,47.52,atencao
gato,unico,idoso,22.21,24.61,31.5,atencao
cao,grande,adulto,28.72,69.02,82.11,normal
cao,medio,adulto,26.35,30.18,3.13,critico
ave,unico,adulto,32.37,51.35,42.22,normal
cao,medio,filhote,26.77,29.21,85.37,atencao
cao,grande,adulto,29.44,36.11,78.26,normal
ave,unico,adulto,40.98,65.56,64.46,atencao
cao,pequeno,filhote,29.85,45.24,76.55,normal
ave,unico,adulto,25.57,53.68,31.86,atencao
ave,unico,idoso,40.45,42.94,77.81,atencao
cao,grande,adulto,26.19,64.39,43.89,normal
cao,medio,adulto,35.39,43.11,40.76,atencao
cao,pequeno,idoso,27.47,49.18,93.05,normal
gato,unico,idoso,21.46,43.88,66.78,normal
ave,unico,idoso,33.25,56.91,37.92,atencao
ave,unico,idoso,26.8,73.75,45.27,atencao
cao,grande,idoso,28.63,50.7,81.8,normal
ave,unico,idoso,32.12,55.19,64.59,normal
cao,medio,adulto,20.4,43.42,98.2,normal
gato,unico,filhote,31.45,44.2,66.05,normal
gato,unico,adulto,31.86,47.65,5.18,atencao
gato,unico,adulto,21.04,50.42,97.4,normal
gato,unico,idoso,29.3,35.41,33.24,normal
gato,unico,adulto,30.8,82.45,96.27,atencao
gato,unico,adulto,29.78,38.31,16.72,normal
cao,medio,idoso,27.24,83.29,44.58,critico
ave,unico,adulto,25.56,47.04,46.61,normal
cao,medio,adulto,25.07,46.74,63.14,normal
cao,medio,adulto,27.15,40.83,27.19,normal
gato,unico,adulto,28.47,45.83,40.39,normal
gato,unico,idoso,31.37,58.39,88.29,normal
cao,medio,idoso,17.32,39.28,53.49,atencao
ave,unico,idoso,32.52,63.8,53.58,normal
cao,medio,adulto,30.09,58.17,66.9,atencao
cao,pequeno,adulto,33.55,34.44,38.28,normal
gato,unico,adulto,26.0,35.07,63.14,normal
cao,grande,idoso,26.2,42.68,41.41,normal
gato,unico,idoso,18.77,59.69,15.55,atencao
cao,medio,idoso,28.19,39.11,62.43,normal
cao,pequeno,adulto,19.4,31.8,79.84,atencao
cao,grande,adulto,33.08,33.92,57.72,normal
cao,medio,adulto,34.43,63.37,61.73,normal
gato,unico,adulto,30.68,63.34,44.58,normal
gato,unico,adulto,32.49,15.78,28.48,atencao
gato,unico,adulto,31.38,35.3,34.84,normal
cao,grande,adulto,36.88,58.16,73.81,atencao
cao,grande,adulto,13.95,54.73,33.48,critico
gato,unico,adulto,22.19,80.34,66.66,atencao
ave,unico,idoso,32.45,56.57,28.71,atencao
cao,grande,adulto,16.13,53.02,56.76,atencao
cao,pequeno,adulto,27.72,36.83,74.72,normal
ave,unico,adulto,36.94,49.03,66.95,normal
cao,pequeno,filhote,33.56,44.33,71.42,normal
gato,unico,adulto,19.78,60.67,97.41,atencao
ave,unico,idoso,24.84,66.07,35.95,atencao
cao,pequeno,filhote,38.21,42.37,86.39,critico
gato,unico,filhote,18.92,64.67,65.69,atencao
cao,grande,filhote,27.99,30.86,89.47,atencao
cao,grande,idoso,26.53,35.26,29.52,normal
ave,unico,adulto,32.33,52.04,99.81,normal
gato,unico,adulto,30.81,60.45,96.2,normal
gato,unico,filhote,20.1,52.4,80.29,atencao
ave,unico,adulto,27.1,60.01,51.49,normal
cao,medio,idoso,24.03,33.39,38.61,normal
cao,medio,adulto,35.81,57.92,25.12,atencao
ave,unico,adulto,39.39,46.97,73.2,atencao
cao,medio,adulto,20.96,64.5,97.11,normal
gato,unico,filhote,23.99,48.3,19.47,normal
gato,unico,adulto,28.97,46.56,7.7,atencao
gato,unico,idoso,23.51,27.17,39.06,atencao
cao,medio,idoso,39.87,52.21,90.02,critico
cao,grande,idoso,22.62,59.71,76.95,normal
cao,pequeno,idoso,22.59,56.62,60.58,normal
cao,pequeno,adulto,34.17,35.66,73.21,normal
gato,unico,adulto,14.22,38.15,12.43,critico
cao,grande,adulto,30.28,60.36,64.95,normal
ave,unico,adulto,33.94,73.37,41.57,normal
ave,unico,adulto,29.32,29.42,35.99,atencao
cao,grande,idoso,23.93,42.59,60.72,normal
gato,unico,filhote,23.09,62.69,75.7,normal
gato,unico,filhote,34.28,59.59,7.71,atencao
ave,unico,adulto,30.49,57.15,42.18,normal
ave,unico,adulto,30.87,51.08,37.31,normal
ave,unico,adulto,26.91,82.71,50.05,atencao
cao,medio,adulto,22.72,81.99,92.4,atencao
ave,unico,adulto,38.18,70.36,53.69,normal
gato,unico,adulto,24.66,47.06,26.84,normal
ave,unico,filhote,26.32,68.48,73.77,normal
gato,unico,idoso,28.29,64.52,72.42,normal
ave,unico,filhote,34.27,66.04,48.02,normal
cao,pequeno,filhote,36.21,42.79,42.51,atencao
ave,unico,adulto,34.12,64.94,79.72,normal
cao,pequeno,adulto,24.79,40.09,96.69,normal
gato,unico,idoso,32.04,48.55,87.33,normal
ave,unico,adulto,31.33,54.85,45.19,normal
gato,unico,idoso,26.12,51.27,19.5,normal
gato,unico,adulto,17.65,45.67,67.86,atencao
cao,pequeno,filhote,33.48,36.23,56.94,normal
gato,unico,adulto,13.94,51.65,8.24,critico
gato,unico,filhote,22.67,63.18,56.42,normal
ave,unico,adulto,37.29,60.5,78.82,normal
cao,pequeno,adulto,32.06,56.37,54.85,normal
cao,grande,adulto,27.7,62.12,53.02,normal
cao,grande,filhote,26.07,84.6,97.15,critico
ave,unico,adulto,23.24,54.46,61.37,atencao
cao,grande,filhote,39.24,45.13,49.76,critico
gato,unico,adulto,14.14,36.82,91.28,critico
cao,pequeno,adulto,29.84,65.27,61.4,normal
cao,pequeno,adulto,28.13,66.76,92.49,normal
gato,unico,adulto,26.27,40.98,48.42,normal
cao,medio,adulto,25.82,41.47,45.14,normal
cao,grande,adulto,32.92,32.79,75.82,normal
